key,field,english,spanish (fill in)
glossary.12.example,glossary ex,Sodium and potassium are alkali metals — drop them in water and boom!,El sodio y el potasio son metales alcalinos — ¡échalos en agua y ¡zas!
glossary.13.term,glossary term,Alkaline Earth Metal,Metal alcalinoterróreo
glossary.13.def,glossary def,"Elements in the second column. They are harder than alkali metals and also reactive, but not as dramatically.","Elementos en la segunda columna. Son más duros que los metales alcalinos y también reactivos, pero no tan dramáticamente."
glossary.13.example,glossary ex,Calcium (in your bones) and magnesium (in plants) are alkaline earth metals.,El calcio (en los huesos) y el magnesio (en las plantas) son metales alcalinoterrosos.
glossary.14.term,glossary term,Transition Metal,Metal de transición
glossary.14.def,glossary def,"The big block of metals in the middle of the periodic table. They are strong, shiny, and great at conducting heat and electricity.","El gran bloque de metales en el centro de la tabla periódica. Son fuertes, brillantes y excelentes conduciendo calor y electricidad."
glossary.14.example,glossary ex,"Iron, copper, gold, and silver are all transition metals.","El hierro, el cobre, el oro y la plata son todos metales de transición."
glossary.15.term,glossary term,Post-Transition Metal,Metal post-transición
glossary.15.def,glossary def,Metals that sit to the right of the transition metals. They are softer and melt at lower temperatures.,Metales que se sitúan a la derecha de los metales de transición. Son más blandas y se derriten a temperaturas más bajas.
glossary.15.example,glossary ex,Aluminum (soda cans) and tin (tin cans) are post-transition metals.,El aluminio (latas de refresco) y el estaño (latas) son metales post-transición.
glossary.16.term,glossary term,Metalloid,Metaloide
glossary.16.def,glossary def,Elements that have properties of both metals and nonmetals — they're in between! Great for electronics.,Elementos que tienen propiedades tanto de metales como de no metales — ¡están en medio! Genial para electrónica.
glossary.16.example,glossary ex,Silicon is a metalloid that powers every computer chip.,El silicio es un metaloide que alimenta todos los chips informáticos.
glossary.17.term,glossary term,Nonmetal,No metálico
glossary.17.def,glossary def,Elements that are NOT shiny or good conductors. Many are gases at room temperature. They're essential for life!,Elementos que NO son brillantes ni buenos conductores. Muchos son gases a temperatura ambiente. ¡Son esenciales para la vida!
glossary.17.example,glossary ex,"Oxygen, carbon, and nitrogen are all nonmetals.","El oxígeno, el carbono y el nitrógeno son todos no metales."
glossary.18.term,glossary term,Halogen,Halogeno
glossary.18.def,glossary def,A group of very reactive nonmetals. They love to grab electrons from other elements to form salts.,Un grupo de no metales muy reactivos. Les encanta captar electrones de otros elementos para formar sales.
glossary.18.example,glossary ex,Chlorine (pool cleaner) and fluorine (in toothpaste) are halogens.,El cloro (limpiador de piscinas) y el flúor (en la pasta de dientes) son halógenos.
glossary.19.term,glossary term,Noble Gas,Noble Gas
glossary.19.def,glossary def,The most chill elements — they almost never react with anything because their electron shells are already full.,Los elementos más fríos — casi nunca reaccionan con nada porque sus capas electrónicas ya están llenas.
glossary.19.example,glossary ex,"Helium, neon, and argon are noble gases. Neon makes those glowing signs!","El helio, el neón y el argón son gases nobles. ¡Neon hace esos carteles brillantes!"
glossary.20.term,glossary term,Lanthanide,Lantánida
glossary.20.def,glossary def,"A row of 15 rare-earth metals. Despite the name, they're not always that rare — they are used in tech like phone screens and magnets.","Una fila de 15 metales de tierras raras. A pesar del nombre, no siempre son tan raros: se usan en tecnología como pantallas de teléfono e imanes."
glossary.20.example,glossary ex,Neodymium makes the super-strong magnets in headphones.,El neodimio fabrica los imanes superfuertes de los auriculares.
glossary.21.term,glossary term,Actinide,Actinido
glossary.21.def,glossary def,"A row of 15 elements, most of which are radioactive. They include the fuels for nuclear power.","Una fila de 15 elementos, la mayoría radiactivos. Incluyen los combustibles para la energía nuclear."
glossary.21.example,glossary ex,Uranium and plutonium are actinides used in nuclear energy.,El uranio y el plutonio son actínidos utilizados en la energía nuclear.
glossary.22.term,glossary term,State of Matter,Estado de la Materia
glossary.22.def,glossary def,"Whether something is a solid, liquid, or gas. Most elements are solid at room temperature, but some are gases or even liquids!","Ya sea algo sólido, líquido o gasoso. La mayoría de los elementos son sólidos a temperatura ambiente, ¡pero algunos son gases o incluso líquidos!"
glossary.22.example,glossary ex,Mercury and bromine are the only elements that are liquid at room temperature.,El mercurio y el bromo son los únicos elementos que son líquidos a temperatura ambiente.
glossary.23.term,glossary term,Chemical Bond,Enlace químico
glossary.23.def,glossary def,The 'glue' that holds atoms together to form molecules. Atoms share or trade electrons to bond.,El 'pegamento' que mantiene unidos átomos para formar moléculas. Los átomos comparten o intercambian electrones para unirse.
glossary.23.example,glossary ex,"In water (H?O), oxygen shares electrons with two hydrogen atoms.","En el agua (H?O), el oxígeno comparte electrones con dos átomos de hidrógeno."
glossary.24.term,glossary term,Chemical Reaction,Reacción química
glossary.24.def,glossary def,When atoms rearrange to form new substances. You can't create or destroy atoms — they just switch partners!,Cuando los átomos se reorganizan para formar nuevas sustancias. No puedes crear ni destruir átomos — ¡simplemente cambian de pareja!
glossary.24.example,glossary ex,Burning wood is a chemical reaction — carbon and oxygen combine to make CO?.,La quema de madera es una reacción química: el carbono y el oxígeno se combinan para formar CO?.
glossary.25.term,glossary term,Isotope,Isótopo
glossary.25.def,glossary def,"Atoms of the same element that have different numbers of neutrons. Same element, slightly different weight!","Átomos del mismo elemento que tienen diferentes cantidades de neutrones. ¡Mismo elemento, peso ligeramente diferente!"
glossary.25.example,glossary ex,"Carbon-12 and Carbon-14 are both carbon, but C-14 is used to date ancient objects.","El carbono-12 y el carbono-14 son ambos carbono, pero el C-14 se utiliza para datar objetos antiguos."
glossary.26.term,glossary term,Radioactive,Radiactivo
glossary.26.def,glossary def,"When an atom's nucleus is unstable and breaks apart over time, releasing energy. Some elements are naturally radioactive.","Cuando el núcleo de un átomo es inestable y se descompone con el tiempo, liberando energía. Algunos elementos son naturalmente radiactivos."
glossary.26.example,glossary ex,Uranium is radioactive — it slowly breaks down and releases energy for power plants.,El uranio es radiactivo: se descompone lentamente y libera energía para las centrales eléctricas.
glossary.27.term,glossary term,Electron Shell,Capa electrónica
glossary.27.def,glossary def,Layers around the nucleus where electrons live. Each shell can hold a limited number of electrons.,Capas alrededor del núcleo donde viven los electrones. Cada capa puede contener un número limitado de electrones.
glossary.27.example,glossary ex,"The first shell holds up to 2 electrons, the second holds up to 8.","La primera capa puede contener hasta 2 electrones, la segunda hasta 8."
glossary.28.term,glossary term,Ion,Ion
glossary.28.def,glossary def,"An atom that has gained or lost electrons, giving it an electric charge. Positive ions lost electrons, negative ions gained them.","Un átomo que ha ganado o perdido electrones, lo que le da una carga eléctrica. Los iones positivos perdieron electrones, los negativos los ganaron."
glossary.28.example,glossary ex,Table salt (NaCl) is made of sodium ions (+) and chloride ions (?).,La sal de mesa (NaCl) está formada por iones de sodio (+) y iones cloruro (?).
glossary.29.term,glossary term,Alloy,Aleación
glossary.29.def,glossary def,A mixture of two or more metals melted together to make something stronger or more useful.,Una mezcla de dos o más metales fundidos juntos para crear algo más fuerte o útil.
glossary.29.example,glossary ex,Steel is an alloy of iron and carbon. Bronze is copper and tin.,El acero es una aleación de hierro y carbono. El bronce es cobre y estaño.
glossary.30.term,glossary term,Catalyst,Catalizador
glossary.30.def,glossary def,A substance that speeds up a chemical reaction without being used up itself. It's like a helper that doesn't get tired.,Una sustancia que acelera una reacción química sin agotarse por sí misma. Es como un ayudante que no se cansa.
glossary.30.example,glossary ex,Catalytic converters in cars use platinum to clean exhaust fumes.,Los catalizadores en los coches utilizan platino para limpiar los gases de escape.
glossary.31.term,glossary term,Crystal,Cristal
glossary.31.def,glossary def,"A solid where atoms are arranged in a neat, repeating pattern. This gives crystals their beautiful shapes.",Un sólido donde los átomos están dispuestos en un patrón ordenado y repetitivo. Esto da a los cristales su forma hermosa.
glossary.31.example,glossary ex,"Diamonds, snowflakes, and table salt are all crystals.","Los diamantes, copos de nieve y sal de mesa son todos cristales."
glossary.32.term,glossary term,Electrolyte,Electrolito
glossary.32.def,glossary def,A substance that conducts electricity when dissolved in water because it breaks into ions.,Una sustancia que conduce electricidad cuando se disuelve en agua porque se descompone en iones.
glossary.32.example,glossary ex,Sports drinks contain electrolytes like sodium and potassium.,Las bebidas deportivas contienen electrolitos como sodio y potasio.
glossary.33.term,glossary term,Magnetic,Magnético
glossary.33.def,glossary def,The ability of a material to attract iron and certain other metals. Only a few elements are naturally magnetic.,La capacidad de un material para atraer hierro y ciertos otros metales. Solo unos pocos elementos son naturalmente magnéticos.
glossary.33.example,glossary ex,"Iron, cobalt, and nickel are the three naturally magnetic elements.","El hierro, el cobalto y el níquel son los tres elementos magnéticos naturales."
glossary.34.term,glossary term,Oxidation,Oxidación
glossary.34.def,glossary def,When an element reacts with oxygen. Rusting and burning are both types of oxidation!,Cuando un elemento reacciona con el oxígeno. ¡El óxido y la combusción son ambos tipos de oxidación!
glossary.34.example,glossary ex,"When iron rusts, it's slowly combining with oxygen from the air.","Cuando el hierro se oxida, se está combinando lentamente con el oje del aire."
body.fact.0,body fact,"About 99% of your body mass is just 6 elements: oxygen, carbon, hydrogen, nitrogen, calcium, and phosphorus.","Aproximadamente el 99% de tu masa corporal son solo 6 elementos: oxígeno, carbono, hidrógeno, nitrógeno, calcio y fósforo."
body.fact.1,body fact,You are about 60% water — that means most of you is hydrogen and oxygen atoms!,Eres aproximadamente un 60% agua — ¡eso significa que la mayoría de vosotros sois átomos de hidrógeno y osígeno!
body.fact.2,body fact,"Your body contains enough carbon to make about 9,000 pencils.",Tu cuerpo contiene suficiente carbono para fabricar unos 9.000 lápices.
body.fact.3,body fact,You have enough iron in your body to make a small nail (about 3-4 grams).,Tienes suficiente hierro en tu cuerpo para hacer una uña pequeña (unos 3-4 gramos).
body.fact.4,body fact,Your body generates about 100 watts of electricity — enough to power a light bulb!,Tu cuerpo genera unos 100 vatios de electricidad — ¡suficiente para alimentar una bombilla!
body.fact.5,body fact,Almost every element in your body was forged inside a star billions of years ago. You are literally made of stardust!,Casi todos los elementos de tu cuerpo se forjaron dentro de una estrella hace miles de millones de años. ¡Literalmente estás hecho de polvo de estrellas!
body.fact.6,body fact,Tooth enamel (made of calcium and phosphorus) is the hardest substance your body produces.,El esmalte dental (compuesto por calcio y fósforo) es la sustancia más dura que produce tu cuerpo.
body.fact.7,body fact,Your body contains enough potassium to fire a toy cap gun.,Tu cuerpo contiene suficiente potasio para disparar una pistola de tapa de juguete.
